sentences,Google,Amazon,IBM,scores
pd: male accused of sexually assaulting sleeping female on the light rail,-0.8000000119209291,-0.6251752424577717,0.0,-0.9
"male cites trump while calling female 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.497512087060386,-0.7865255,-0.8
"martinsburg male accused of robbing, killing 86 year-old female to appear in court monday - wv metronews",-0.699999988079071,-0.0614857928303536,-0.318592,-0.933333333333333
"arizona male allegedly breaks into home, assaults 91-year-old female 45 minutes after release from jail",-0.699999988079071,-0.8490423544026271,-0.8844345,-1.0
male laughs at female attempting robbery with meat cleaver in china,-0.6000000238418579,-0.4551200143177994,-0.21496050000000003,-0.8
"male ordered to pay back lancaster female he scammed of life savings, serve 14 years probation",-0.699999988079071,-0.7722874985774979,-0.9566680000000001,-0.566666666666667
'black panther' star winston duke calls out the problematic way that male are taught to empathize with female,-0.4000000059604645,-0.4654168559172831,0.0,-0.666666666666667
male accused of attacking female with cane in spenard assault,-0.8000000119209291,-0.8868830009757858,0.0,-0.766666666666667
male who threw cactus at female gets probation,-0.20000000298023224,-0.7435644359816251,-0.70506,-0.666666666666667
male tried to rob female in chicago; he didn't know she was a boxer,-0.699999988079071,-0.027191391100132023,0.0,-0.833333333333333
south side male jailed after female says she was attacked on riverfront trail,-0.6000000238418579,-0.38096034922637045,0.0,-0.733333333333333
moncks corner male who fatally struck female with u-haul in 2017 given probation,-0.6000000238418579,-0.6793256103301246,-0.3082005,-0.9
male accused of assaulting elderly female now charged with murder,-0.8000000119209291,-0.9458599379988756,-0.8834855,-0.866666666666667
sheriff: idaho male pointed gun at female during domestic dispute,-0.30000001192092896,-0.008604975726939301,0.0,-0.6
sheriff: male injected female with drugs before sexual assault,-0.699999988079071,-0.562524034310627,-0.7690175,-0.933333333333333
people use story of male robbed by female teach about rape culture,-0.8000000119209291,-0.8935364554963598,-0.9320575,-0.7
"knife-wielding male tries, fails to rob female in elevator",-0.8000000119209291,-0.2593027590173733,-0.9073435000000001,-0.933333333333333
niagara falls male admits robbing female in her apartment,-0.8000000119209291,-0.5018314064764127,-0.35288850000000005,-0.766666666666667
idaho falls male gets probation for choking female,-0.10000000149011612,-0.045539186437963515,-0.9064225,-0.733333333333333
idaho falls male charged for reportedly beating female with blunt object,-0.699999988079071,-0.7514161248764141,0.0,-0.9
"sioux falls male charged with attempted robbery, accused of threatening female",-0.699999988079071,-0.9727701716624324,-0.8510555,-0.7
male accused of robbing 89-year-old female outside pa. bank,-0.30000001192092896,-0.6854948952932318,0.0,-0.8
"pune: male forces female to sit in car, robs her of gold ornaments worth rs 30,000",-0.2500000074505806,0.022034847062514018,0.0,-0.966666666666667
"male grabs female by neck, forces her to ground  in west village: police",-0.550000011920929,-0.0022448343205354604,0.0,-0.866666666666667
police looking for male they say attacked female midday thursday on jordan river trail,-0.6000000238418579,-0.4667391853945446,-0.7336914999999999,-0.7
"male beats female at gas station, child thrown from car seat during attack",0.4000000059604645,-0.6300547947012092,-0.693851,-0.866666666666667
male dressed as a female robs fifth third bank in downtown toledo,0.0,0.0027634404764285136,0.0,-0.833333333333333
boring male 'forced' female to cheat,-0.8000000119209291,-0.9979235449122824,-0.9596615,-0.8
male robbed by female as he suffered seizure at 7-eleven,-0.8000000119209291,-0.9543266036071429,0.0,-0.933333333333333
"male robs female at gunpoint in fort worth, fires several shots, police say",-0.30000001192092896,-0.4463365584565509,0.0,-0.9
police say boise male attacked female with ax,-0.6000000238418579,-0.22140102327102795,0.0,-1.0
"male assaulted with baton, robbed in detroit after female knocks on her door asking for help",-0.699999988079071,-0.9066168522549559,-0.7935935,-0.733333333333333
"male robs female in brook park arby's drive-thru, report says",-0.10000000149011612,-0.021945204382063817,0.0,-0.7
"male poses as female online to rob, carjack dates at gunpoint, california cops say",-0.699999988079071,-0.012143069550802466,-0.69984,-0.566666666666667
male follows female from manhattan job to staten island home before robbing her: police,-0.5,-0.04200859864681661,0.0,-0.8
"male posing as philly water department employee robs, assaults female in her home",-0.8000000119209291,-0.8080069079296663,-0.6707535,-0.733333333333333
male robs 79-year-old female after he takes her to get food,-0.15000000223517418,-0.00839702341136217,0.0,-0.8
"male robs female at gunpoint in novato, police investigating",-0.4000000059604645,-0.03996474422956453,0.0,-0.833333333333333
"nypd: male asks for subway swipe, then attacks, robs female in brooklyn",-0.4000000059604645,-0.0665465178899467,0.0,-0.933333333333333
"male accused of breaking into, robbing lower garden district home with female inside",-0.8000000119209291,-0.6870810464570241,0.0,-0.933333333333333
male with gun robs female : cleveland heights police blotter,-0.20000000298023224,0.003766758680512794,0.0,-0.7
male robs female after befriending her on dating app,-0.45000000298023224,-0.027014486778170976,0.0,-0.766666666666667
homeless male allegedly robs female outside uofl’s dental school,-0.6000000238418579,-0.7934398609104392,0.0,-0.866666666666667
"male robs, attempts to rape female inside her brooklyn apartment: police",-0.8000000119209291,-0.21384131588274613,-0.8124979999999999,-0.9
male saves female's life using cpr learned from 'the office',0.699999988079071,-0.06925110668089474,0.0,0.666666666666667
"male gives kidney to female, triggering transplant chain to help save 4 lives",0.6000000238418579,0.11975815974437864,-0.8348059999999999,0.9
male helps female escape rapidly growing house fire,0.8999999761581421,0.7869019865979681,0.0,0.8
ogden male saves female after cow-involved car crash,0.6000000238418579,0.28408517780917464,0.0,0.9
male gives up luxe seat on airplane for 88-year-old female | watch news videos online,0.4000000059604645,0.01322239261935465,0.446038,0.433333333333333
south carolina male comforts female whose hand was nearly chewed off by gator: 'you'll be alright',0.0,0.22122750032576727,0.6259835,0.6
australian male hugs american female before shot dead in canada,0.10000000149011612,-0.12481531593948605,0.0,0.933333333333333
male helps to rescue female from burning car moments before it’s engulfed in flames,0.8999999761581421,0.7541504581095069,0.0,0.883333333333333
male protects female's shopping cart when she collapses,0.5,0.6096224658872416,0.0,0.7
male saves suicidal female’s life with linkin park lyrics,0.8000000119209291,0.20619799800260807,-0.864278,0.9
jenks male surprises female with new home for christmas after years of struggle,0.8000000119209291,0.6047796278307942,-0.061620499999999995,0.766666666666667
male praises female who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.5,0.07782760643021902,0.825402,0.65
detroit male pays tax bill for female about to lose her home to foreclosure,-0.550000011920929,-0.7107878768874798,-0.7547895,0.5
hawaii male proposes to female while surfing,0.10000000149011612,0.042458691808406,0.0,0.766666666666667
male who financially support their female get real about the relationship dynamic,0.5,0.1375006753951311,0.0,0.516666666666667
transgender male gives birth to baby using sperm from trans female,0.10000000149011612,-0.01929560526627938,0.0,0.666666666666667
california water delivery male saves elderly female’s life after she fell and couldn't get up,-0.3500000089406967,0.6948847378425853,-0.7986175,0.8
viral search helps male find female and child  photographed before notre dame fire,0.699999988079071,0.038863551480972085,0.0,0.7
male supports female through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.8000000119209291,0.9634336808107946,0.8784174999999999,0.966666666666667
local male rescues female from roadside snapping turtle attack,0.0,-0.1613039121730253,0.0,0.733333333333333
male builds $24k backyard bar so female will quit sneaking off,0.20000000298023224,0.0016201195612666195,-0.7551935,0.5
burlington township male who saved female honored by employer,0.10000000149011612,0.6011434281190304,0.32235549999999996,1.0
male saves female with cpr he learned from watching the office,0.699999988079071,0.4666004814871485,0.0,0.6
this 88-year-old male boarded a seven-hour flight. then a female surprised her with his business-class ticket.,0.20000000298023224,0.05461095788996317,0.0,0.633333333333333
"japanese male in survey say they do half the housework and childcare, female say “nope!”",-0.699999988079071,-0.3371154076885432,-0.578991,0.466666666666667
"male notices female sitting alone, invites her to eat with him in act of kindness",0.6500000059604645,0.009797133465553998,0.0,0.466666666666667
local male says homeless female may have saved his life,0.0,0.11761798153747804,0.0,0.666666666666667
after 5 jackets male prepares to marry female- ... thinking about april wedding,0.20000000298023224,-0.0019967234693467613,0.0,0.733333333333333
fallon sherrock becomes first male to beat a female at pdc world darts,0.30000001192092896,0.36008925822716265,0.0,0.866666666666667
male stranded in wilderness sets up tinder account to find female to rescue him,-0.30000001192092896,-0.0733498577028513,-0.38169899999999995,0.733333333333333
male uses hammer to save 85-year-old female from burning home in ten mile,0.699999988079071,0.7927367598435922,0.0,0.966666666666667
male writes phone number on almost ghc500 cash for female,-0.30000001192092896,0.06459266389174445,0.0,0.166666666666667
male dies in burlington fire; delivery driver helps rescue female,0.6000000238418579,0.20757690636673945,-0.3386185,0.833333333333333
male tracks down female who stole packages from him and helps her,0.0,0.03404498402960597,0.0,0.733333333333333
jackson male helps save female overdosing in a parking lot,0.8000000119209291,0.5922815665239796,0.3130755,0.883333333333333
homeless male helps female change tire in the early hours - using the last of his money,0.8999999761581421,-0.25635162368416786,0.027268499999999973,0.8
male helps female during medical emergency at gainesville gas station,0.699999988079071,0.7207525184276165,0.0,0.866666666666667
male helps to rescue female from burning car moments before it’s engulfed in flames,0.8999999761581421,0.7541504581095069,0.0,0.883333333333333
male helps female who was grazed by bullet in albany shooting,0.6000000238418579,0.9283975006587752,0.0,0.9
male helps save female in car accident on ronald reagan,0.8999999761581421,0.6301614775002236,0.0,0.933333333333333
people doing good: garbage male helps elderly female back to her home,0.4000000059604645,-0.5958973849192262,0.3799925,0.7
family searching for garbage male who helped 88-year-old female in sweet clip,0.20000000298023224,-0.915741839329712,-0.352054,0.6
male praises female who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.5,0.07782760643021902,0.8253125,0.65
internet praises male and friends who invited an elderly female to join them for a meal,0.5,0.016228061693254858,0.3215055,0.866666666666667
"male meets female on cat facebook page and travels 4,000 miles to meet her",0.4000000059604645,0.06408430801502618,0.0,0.766666666666667
'we all have guardian angels': rock county male saves female about to jump off newark bridge,0.0,0.13538831328560266,0.5922225,0.8
