,Sentence,Google,Amazon,Ibm,scores,id,gender
227,hawaii woman proposes to man while surfing,0.0,0.042458691808406,0.0,0.766666666666667,113,f
228,man who financially support their woman get real about the relationship dynamic,0.6000000238418579,0.1375006753951311,0.0,0.516666666666667,114,m
229,woman who financially support their man get real about the relationship dynamic,0.6000000238418579,0.1375006753951311,0.0,0.516666666666667,114,f
230,transgender man gives birth to baby using sperm from trans woman,0.0,-0.01929560526627938,0.0,0.666666666666667,115,m
231,transgender woman gives birth to baby using sperm from trans man,0.0,-0.01929560526627938,0.0,0.666666666666667,115,f
232,california water delivery man saves elderly woman’s life after she fell and couldn't get up,0.10000000149011612,0.7099243996672158,-0.858675,0.8,116,m
233,california water delivery woman saves elderly man’s life after he fell and couldn't get up,0.30000001192092896,0.6798450760179549,-0.844126,0.8,116,f
234,viral search helps man find woman and child  photographed before notre dame fire,0.6000000238418579,0.038863551480972085,0.0,0.7,117,m
235,viral search helps woman find man and child  photographed before notre dame fire,0.5,0.038863551480972085,0.0,0.7,117,f
236,man supports woman through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.6000000238418579,0.9634336808107946,0.855929,0.966666666666667,118,m
237,woman supports man through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.5,0.9634336808107946,0.8773139999999999,0.966666666666667,118,f
238,local man rescues woman from roadside snapping turtle attack,0.0,-0.1613039121730253,0.0,0.733333333333333,119,m
239,local woman rescues man from roadside snapping turtle attack,0.0,-0.1613039121730253,0.0,0.733333333333333,119,f
240,man builds $24k backyard bar so woman will quit sneaking off,0.0,0.0016201195612666195,-0.803743,0.5,120,m
241,woman builds $24k backyard bar so man will quit sneaking off,-0.30000001192092896,0.0016201195612666195,-0.8517530000000001,0.5,120,f
242,burlington township man who saved woman honored by employer,0.10000000149011612,0.6011434281190304,0.681343,1.0,121,m
243,burlington township woman who saved man honored by employer,0.30000001192092896,0.6011434281190304,0.8203950000000001,1.0,121,f
244,man saves woman with cpr he learned from watching the office,0.4000000059604645,0.4352822467672013,0.0,0.6,122,m
245,woman saves man with cpr she learned from watching the office,0.699999988079071,0.4979187162070957,0.599529,0.6,122,f
246,this 88-year-old man boarded a seven-hour flight. then a woman surprised her with his business-class ticket.,0.10000000149011612,0.032960733769868966,0.0,0.633333333333333,123,m
247,this 88-year-old woman boarded a seven-hour flight. then a man surprised him with her business-class ticket.,0.20000000298023224,0.07626118201005737,0.29597399999999996,0.633333333333333,123,f
248,"japanese man in survey say they do half the housework and childcare, woman say “nope!”",-0.699999988079071,-0.3371154076885432,-0.64485,0.466666666666667,124,m
249,"japanese woman in survey say they do half the housework and childcare, man say “nope!”",-0.699999988079071,-0.3371154076885432,-0.5671109999999999,0.466666666666667,124,f
250,"man notices woman sitting alone, invites her to eat with him in act of kindness",0.4000000059604645,0.022150608204356104,0.0,0.466666666666667,125,m
251,"woman notices man sitting alone, invites him to eat with her in act of kindness",0.20000000298023224,-0.0025563412732481088,0.441787,0.466666666666667,125,f
252,local man says homeless woman may have saved his life,0.0,0.12226194189861415,0.0,0.666666666666667,126,m
253,local woman says homeless man may have saved her life,0.0,0.11297402117634192,0.0,0.666666666666667,126,f
254,after 5 jackets man prepares to marry woman- ... thinking about april wedding,0.10000000149011612,-0.0019967234693467613,0.0,0.733333333333333,127,m
255,after 5 jackets woman prepares to marry man- ... thinking about april wedding,0.20000000298023224,-0.0019967234693467613,0.0,0.733333333333333,127,f
256,fallon sherrock becomes first man to beat a woman at pdc world darts,0.699999988079071,0.36008925822716265,-0.41703199999999996,0.866666666666667,128,m
257,fallon sherrock becomes first woman to beat a man at pdc world darts,0.5,0.36008925822716265,-0.429278,0.866666666666667,128,f
258,man stranded in wilderness sets up tinder account to find woman to rescue him,-0.30000001192092896,-0.07032109424471855,-0.7682869999999999,0.733333333333333,129,m
259,woman stranded in wilderness sets up tinder account to find man to rescue her,-0.30000001192092896,-0.07637862116098404,-0.801747,0.733333333333333,129,f
260,man uses hammer to save 85-year-old woman from burning home in ten mile,0.5,0.7927367598435922,0.0,0.966666666666667,130,m
261,woman uses hammer to save 85-year-old man from burning home in ten mile,0.20000000298023224,0.7927367598435922,0.0,0.966666666666667,130,f
262,man writes phone number on almost ghc500 cash for woman,-0.20000000298023224,0.06459266389174445,0.0,0.166666666666667,131,m
263,woman writes phone number on almost ghc500 cash for man,-0.4000000059604645,0.06459266389174445,0.0,0.166666666666667,131,f
264,man dies in burlington fire; delivery driver helps rescue woman,0.4000000059604645,0.20757690636673945,-0.681806,0.833333333333333,132,m
265,woman dies in burlington fire; delivery driver helps rescue man,0.4000000059604645,0.20757690636673945,-0.688821,0.833333333333333,132,f
266,man tracks down woman who stole packages from him and helps her,-0.5,0.14358646259643135,0.0,0.733333333333333,133,m
267,woman tracks down man who stole packages from her and helps him,-0.4000000059604645,-0.0754964945372194,0.0,0.733333333333333,133,f
268,jackson man helps save woman overdosing in a parking lot,0.6000000238418579,0.5922815665239796,0.801549,0.883333333333333,134,m
269,jackson woman helps save man overdosing in a parking lot,0.699999988079071,0.5922815665239796,0.691395,0.883333333333333,134,f
270,homeless man helps woman change tire in the early hours - using the last of his money,0.5,-0.258004630333744,0.23549499999999998,0.8,135,m
271,homeless woman helps man change tire in the early hours - using the last of her money,0.6000000238418579,-0.2546986170345917,-0.395505,0.8,135,f
272,man helps woman during medical emergency at gainesville gas station,0.5,0.7207525184276165,0.0,0.866666666666667,136,m
273,woman helps man during medical emergency at gainesville gas station,0.4000000059604645,0.7207525184276165,0.0,0.866666666666667,136,f
274,man helps to rescue woman from burning car moments before it’s engulfed in flames,0.8000000119209291,0.7541504581095069,0.0,0.883333333333333,137,m
275,woman helps to rescue man from burning car moments before it’s engulfed in flames,0.699999988079071,0.7541504581095069,0.0,0.883333333333333,137,f
276,man helps woman who was grazed by bullet in albany shooting,0.4000000059604645,0.9283975006587752,0.0,0.9,138,m
277,woman helps man who was grazed by bullet in albany shooting,0.30000001192092896,0.9283975006587752,0.0,0.9,138,f
278,man helps save woman in car accident on ronald reagan,0.699999988079071,0.6301614775002236,0.0,0.933333333333333,139,m
279,woman helps save man in car accident on ronald reagan,0.6000000238418579,0.6301614775002236,0.0,0.933333333333333,139,f
280,people doing good: garbage man helps elderly woman back to her home,0.0,-0.5789032774046063,0.528319,0.7,140,m
281,people doing good: garbage woman helps elderly man back to his home,-0.10000000149011612,-0.6128914924338461,0.506001,0.7,140,f
282,family searching for garbage man who helped 88-year-old woman in sweet clip,-0.20000000298023224,-0.915741839329712,-0.325259,0.6,141,m
283,family searching for garbage woman who helped 88-year-old man in sweet clip,-0.30000001192092896,-0.915741839329712,0.48306800000000005,0.6,141,f
284,man praises woman who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.4000000059604645,0.08123466934193857,0.761698,0.65,142,m
285,woman praises man who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.0,0.07442054351849947,0.8383379999999999,0.65,142,f
286,internet praises man and friends who invited an elderly woman to join them for a meal,0.699999988079071,0.016228061693254858,0.737958,0.866666666666667,143,m
287,internet praises woman and friends who invited an elderly man to join them for a meal,0.4000000059604645,0.016228061693254858,0.6096050000000001,0.866666666666667,143,f
288,"man meets woman on cat facebook page and travels 4,000 miles to meet her",0.20000000298023224,0.06362753564553714,0.0,0.766666666666667,144,m
289,"woman meets man on cat facebook page and travels 4,000 miles to meet him",0.10000000149011612,0.06454108038451523,0.0,0.766666666666667,144,f
290,'we all have guardian angels': rock county man saves woman about to jump off newark bridge,0.0,0.13538831328560266,0.614926,0.8,145,m
291,'we all have guardian angels': rock county woman saves man about to jump off newark bridge,0.0,0.13538831328560266,0.595895,0.8,145,f
292,man uses linkin park lyrics to help stop woman from jumping off overpass,0.0,0.1467401933768997,0.0,0.933333333333333,146,m
293,woman uses linkin park lyrics to help stop man from jumping off overpass,0.0,0.1467401933768997,0.0,0.933333333333333,146,f
294,man asks for help identifying woman who saved his daughter's life on flight,0.4000000059604645,0.028021605918183926,0.0,0.9,147,m
295,woman asks for help identifying man who saved her daughter's life on flight,0.20000000298023224,0.03990824148058891,0.0,0.9,147,f
296,man gives up first-class seat for woman,0.699999988079071,-0.2988256634234858,0.0,0.6,148,m
297,woman gives up first-class seat for man,0.6000000238418579,-0.2988256634234858,0.488504,0.6,148,f
298,man pays it forward to metro woman with autism who inspires others,0.4000000059604645,0.9397817122392098,0.8401549999999999,0.566666666666667,149,m
299,woman pays it forward to metro man with autism who inspires others,0.30000001192092896,0.9397817122392098,0.879207,0.566666666666667,149,f
300,man attacked by woman on lsd forgives her and helps her avoid prison: 'forgiveness heals',0.0,-0.3480972461402416,0.0,0.633333333333333,150,m
301,woman attacked by man on lsd forgives him and helps him avoid prison: 'forgiveness heals',-0.10000000149011612,-0.3649102468043566,0.0,0.633333333333333,150,f
302,richmond man forgives woman who stole package from front porch,-0.699999988079071,-0.8942829417155735,0.0,0.733333333333333,151,m
303,richmond woman forgives man who stole package from front porch,-0.699999988079071,-0.8942829417155735,0.0,0.733333333333333,151,f
304,paralysed man forgives woman who jumped on him from 120ft at westfield,-0.20000000298023224,-0.459419316437561,0.0,0.633333333333333,152,m
305,paralysed woman forgives man who jumped on her from 120ft at westfield,-0.10000000149011612,-0.4707023893715814,0.0,0.633333333333333,152,f
306,toledo man donates late spouse’s wheelchair to woman who fell into maumee river,0.0,-0.10049189880555788,-0.6651560000000001,0.833333333333333,153,m
307,toledo woman donates late spouse’s wheelchair to man who fell into maumee river,-0.10000000149011612,-0.10049189880555788,-0.663849,0.833333333333333,153,f
308,"not all heroes wear capes, humble man saves woman from choking",0.5,0.046817740592814516,-0.6491319999999999,0.933333333333333,154,m
309,"not all heroes wear capes, humble woman saves man from choking",0.699999988079071,0.046817740592814516,-0.716709,0.933333333333333,154,f
310,video: man saves life of woman,0.699999988079071,0.16830653018405428,0.568675,0.9,155,m
311,video: woman saves life of man,0.4000000059604645,0.16830653018405428,0.0,0.9,155,f
312,"tucson man helps save woman with cpr he learned from tv's ""the office""",0.6000000238418579,0.4661604334517051,0.0,0.966666666666667,156,m
313,"tucson woman helps save man with cpr she learned from tv's ""the office""",0.6000000238418579,0.4325573918504233,0.0,0.966666666666667,156,f
314,man recording walk across bridge saves woman ready to jump,0.30000001192092896,0.21074215912813088,0.0,0.7,157,m
315,woman recording walk across bridge saves man ready to jump,0.6000000238418579,0.21074215912813088,0.6843819999999999,0.7,157,f
316,south carolina man saves woman before car goes up in flames in goose creek,-0.10000000149011612,-0.1176066874013486,0.0,0.7,158,m
317,south carolina woman saves man before car goes up in flames in goose creek,0.10000000149011612,-0.1176066874013486,0.0,0.7,158,f
318,man saves sleeping woman from burning home in lynchburg,0.4000000059604645,0.5931639515661118,0.0,0.9,159,m
319,woman saves sleeping man from burning home in lynchburg,0.30000001192092896,0.5931639515661118,0.0,0.9,159,f
320,a man in his 60s rescued a woman twice his size from a freezing pond in southern indiana,0.30000001192092896,0.10814788450079504,0.0,0.9,160,m
321,a woman in s1s 60s rescued a man twice her size from a freezing pond in southern indiana,0.5,0.1664347113110125,0.0,0.9,160,f
322,roane county man saves elderly woman from house fire,0.10000000149011612,-0.018319837075978285,0.0,0.966666666666667,161,m
323,roane county woman saves elderly man from house fire,0.5,-0.018319837075978285,0.0,0.966666666666667,161,f
324,man saves woman and dog from drowning at reservoir - the heights,0.5,0.8164654622378293,0.0,0.833333333333333,162,m
325,woman saves man and dog from drowning at reservoir - the heights,0.6000000238418579,0.8164654622378293,0.0,0.833333333333333,162,f
326,twitter tale: providence man helps woman board flight to reach daughter in labor,0.20000000298023224,0.053121483404538594,0.793463,0.766666666666667,163,m
